Assay Type,Molecule Name,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,Original Smiles,nM,Inhibitor
F,,480.05,2.97,0.0,IC50,>,10000.0,nM,CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc3c(c1)OCCO3)CC2.Cl,10000.0,0
F,,384.5,2.72,0.0,IC50,=,1.1,nM,Cc1nc(CN2CCC[C@H]2c2ncccc2C)c(F)c(N2CCN(C)CC2)n1,1.1,1
F,,447.67,3.5,0.0,IC50,=,33.0,nM,CCN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,33.0,1
B,,455.65,4.52,0.0,IC50,=,60.0,nM,NCCCCN(C[C@H]1Cc2ccccc2CN1Cc1ccccn1)[C@H]1CCCc2cccnc21,58.0,1
B,,581.73,3.58,1.0,IC50,>,35000.0,nM,Br.c1cc(CN2CCCNCCCCCNCCC2)ccc1CN1CCCNCCCCCNCCC1,35000.0,0
B,,3245.89,,,IC50,=,48.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc2cc3ccccc3cc2c1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,48.0,1
B,,339.44,2.71,0.0,IC50,=,3.2,nM,O=C(c1ccco1)N1CCN(C2CCN(c3ccccc3)CC2)CC1,3.2,1
F,,567.78,4.09,1.0,IC50,=,24.0,nM,c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nccc2c3ccccc3n(CCN3CCOCC3)c12,16.65,1
B,,2938.58,,,IC50,=,16.51,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)C1)C(=O)O,16.51,1
B,,470.67,2.14,0.0,IC50,=,34.1,nM,c1cc(NC2CCNCC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,34.1,1
B,,780.68,4.73,1.0,IC50,=,5737.0,nM,Br.CC(=O)O.Clc1cc2nc(c1)CNCCCN(Cc1ccc(CN3CCCNCc4cc(Cl)cc(n4)CNCCC3)cc1)CCCNC2,5737.0,0
B,,866.04,-3.31,3.0,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
B,,595.63,1.87,1.0,IC50,=,4363.0,nM,Br.c1cc2nc(c1)CNCCN(Cc1ccc(CN3CCNCc4cccc(n4)CNCC3)cc1)CCNC2,4363.0,0
F,,562.57,3.44,1.0,IC50,=,5.4,nM,CCOCCN1CCN(C(=O)c2cnc(NCc3ccc(CNc4ncc(F)cn4)cc3)nc2C(F)(F)F)CC1,5.4,1
B,,388.56,4.63,0.0,IC50,=,3.4,nM,CN(C)CCCc1c(CN(C)[C@H]2CCCc3cccnc32)ncc2ccccc12,3.4,1
F,,298.43,3.09,0.0,IC50,=,23.0,nM,Cc1cccnc1CN(CCCCN)C(C)c1ccccn1,23.0,1
B,,743.87,-0.73,2.0,IC50,=,157.0,nM,CN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@H]1Cc1ccc(O)cc1,157.0,1
B,PARAZOANTHINE C,329.36,0.97,0.0,IC50,=,10.0,nM,COc1ccc(/C=C/N2C(=O)N/C(=C\CCNC(=N)N)C2=O)cc1,10.0,1
F,,405.59,2.38,0.0,IC50,=,553.0,nM,c1ccc2c(c1)CN[C@@H](CN(CCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,553.0,0
B,,536.72,6.67,2.0,IC50,>,1000.0,nM,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(Cn2cnc3ccccc32)c2ccccc2)CC1,1000.0,0
F,,330.54,5.53,1.0,IC50,>,10000.0,nM,c1ccc(CS/C(=N\C2CCCCC2)NC2CCCCC2)cc1,10000.0,0
F,,413.57,4.74,0.0,IC50,=,22.0,nM,Cn1c2ccccc2c2ccnc(CN(CCCCN)[C@H]3CCCc4cccnc43)c21,22.0,1
B,,743.87,-0.73,2.0,IC50,=,99.0,nM,CN1C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCNC(=N)N,99.0,1
B,,486.58,6.85,1.0,IC50,>,10000.0,nM,CC1CCCc2sc(NC(=S)Nc3ccc(OC(F)(F)F)cc3)c(C(=O)OC(C)(C)C)c21,10000.0,0
F,,453.63,5.77,1.0,IC50,=,729.0,nM,c1cnc2c(c1)CCCC2N(CCCCNCC1CC1)Cc1nccc2c1[nH]c1ccccc12,729.0,0
B,,774.92,2.12,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
B,,644.73,-0.32,2.0,IC50,>,1000.0,nM,C[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,1000.0,0
B,,3111.76,,,IC50,=,127.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,127.0,1
F,,374.53,3.49,0.0,IC50,=,8721.0,nM,NCCCCN(Cc1nccc2ccccc12)C[C@H]1Cc2ccccc2CN1,8721.0,0
B,,849.01,1.41,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
F,,440.55,3.6,0.0,IC50,=,15.0,nM,NCc1cc(C(N)=O)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,15.0,1
B,,986.19,-1.6,3.0,IC50,=,1250.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,1250.0,0
F,,394.54,3.68,0.0,IC50,=,80.0,nM,C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(\F)CN,80.0,1
F,,390.54,3.5,0.0,IC50,=,3200.0,nM,Cn1c(CN(CCCCN)C2CCCc3cccnc32)nnc1-c1ccccc1,3200.0,0
F,,454.62,4.29,0.0,IC50,=,87.0,nM,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nccc2c1[nH]c1ccccc12,87.0,1
F,,338.5,3.71,0.0,IC50,=,38.0,nM,Cc1cc(C)nc(CN(CCCCN)C2CCCc3cccnc32)c1,38.0,1
B,,886.03,1.77,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2Cc3[nH]c4ccccc4c3CN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
F,,420.61,2.68,0.0,IC50,=,47.4,nM,CN1CCN(Nc2cccc3c2C[C@@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,47.4,1
F,,973.15,-2.13,3.0,IC50,=,113.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CNC(=O)[C@@H](CCC(C)C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,113.0,1
B,,388.56,4.85,0.0,IC50,>,20000.0,nM,CCOC(=O)c1c(NC(=S)NCc2ccccc2)sc2c1C(C)CCC2,20000.0,0
F,,460.71,5.43,1.0,IC50,=,158.0,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCNCC1CCCCC1)[C@H]1CCCc3cccnc31)C2,158.0,1
B,,627.84,1.77,2.0,IC50,=,97.6,nM,Cc1cc(N(C)C2CCN(C(=O)CCNCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,97.6,1
B,,389.55,4.16,0.0,IC50,>,10000.0,nM,CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCNC2,10000.0,0
B,,728.86,-0.62,2.0,IC50,=,679.0,nM,N=C(N)NCCC[C@@H]1NC(=N)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,679.0,0
B,,465.65,3.97,0.0,IC50,=,27.0,nM,CCCN(CCC)CCCCNCc1ccc(C(=O)N(Cc2ncc[nH]2)Cc2ncc[nH]2)cc1,27.0,1
F,,453.63,4.22,0.0,IC50,=,58.3,nM,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNCc1ccccn1,58.3,1
F,,346.43,3.96,0.0,IC50,=,600.0,nM,O=C(NCCc1ccc2c(n1)NCCC2)Nc1cccc2ccccc12,600.0,0
F,,451.14,4.39,0.0,IC50,=,790.0,nM,C[C@@H]1CCCCN1CCCNCc1ccc(CNCCCN2CCCC[C@@H]2C)cc1.Cl,790.0,0
F,,2052.44,,,IC50,=,22.8,nM,NCCCC[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)c2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCNC(N)=O)NC1=O,22.8,1
F,,374.53,3.49,0.0,IC50,=,3307.0,nM,NCCCCN(Cc1cc2ccccc2cn1)C[C@H]1Cc2ccccc2CN1,3307.0,0
B,,715.82,-0.94,2.0,IC50,=,109.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](c2ccc3ccccc3c2)NC1=O,109.0,1
F,,442.57,4.44,0.0,IC50,=,6671.0,nM,NC(=O)NCCCCN(Cc1nccc2c1[nH]c1ccccc12)[C@H]1CCCc2cccnc21,6671.0,0
B,,942.14,-2.09,3.0,IC50,=,131.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,131.0,1
F,,413.57,4.83,0.0,IC50,=,997.0,nM,CCN(Cc1nccc2c3ccccc3n(CCCN)c12)[C@H]1CCCc2cccnc21,997.0,0
B,,324.47,3.4,0.0,IC50,=,96.1,nM,Cc1cccc(CN(CCCCN)[C@H]2CCCc3cccnc32)n1,96.1,1
B,,742.83,0.35,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CC(=O)O,30000.0,0
F,,419.62,3.29,0.0,IC50,=,61.0,nM,C[C@@H]1CN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)C[C@H](C)N1,61.0,1
B,,429.7,4.07,0.0,IC50,=,81.2,nM,Nc1cc(CNCCCNC2CCCCC2)cc(CNCCCNC2CCCCC2)c1,81.2,1
B,,613.81,1.75,3.0,IC50,=,34.2,nM,Cc1cc(NC2CCN(C(=O)CCNCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,34.2,1
B,,572.72,2.8,2.0,IC50,=,2200.0,nM,CC(C)C[C@@H](NC(=N)N)C(=O)Nc1ccc2c(c1)cc(C(=O)NCCc1c[nH]c3ccccc13)n2CCCNC(=N)N,2200.0,0
F,,404.56,3.13,0.0,IC50,=,45.0,nM,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nc2ccccc2[nH]1,45.0,1
B,,410.61,1.74,0.0,IC50,=,8.7,nM,c1ccc(CNCc2ccc(CN3CCCNCCNCCCNCC3)cc2)nc1,10.55,1
F,,405.59,2.86,0.0,IC50,=,29.6,nM,CN1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,29.6,1
F,,365.53,1.95,0.0,IC50,=,91.2,nM,Cc1cccnc1CN(C)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,91.2,1
B,,743.87,-0.73,2.0,IC50,=,23.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]1CCCNC(=N)N,23.0,1
F,,403.57,2.66,0.0,IC50,=,146.0,nM,CN(C[C@H]1Cc2c(cccc2N2C[C@@H]3C[C@H]2CN3)CN1)[C@H]1CCCc2cccnc21,146.0,1
F,,358.92,2.99,0.0,IC50,=,1855.0,nM,NCCCCN(Cc1ncccc1Cl)C[C@H]1Cc2ccccc2CN1,1855.0,0
F,,497.59,3.48,0.0,IC50,>,79000.0,nM,COc1ccccc1NC(=O)CN1C2CCCC1CC(NC(=O)c1cc(OC)c(OC)c(OC)c1)C2,79000.0,0
B,,783.94,0.14,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N,30000.0,0
B,,554.18,5.91,2.0,IC50,>,10000.0,nM,CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,10000.0,0
B,,743.87,-0.73,2.0,IC50,=,3.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H]1CCCNC(=N)N,3.0,1
B,,985.08,-3.76,3.0,IC50,=,36.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1Cn2cc(nn2)C[C@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,36.0,1
F,,453.63,4.22,0.0,IC50,=,40.7,nM,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNCc1ccncc1,40.7,1
B,,742.83,0.35,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
F,,398.51,3.89,0.0,IC50,=,160.0,nM,NCc1ccncc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,160.0,1
B,,769.91,-0.25,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCNC(=N)N,30000.0,0
B,,371.48,4.11,0.0,IC50,>,60000.0,nM,Cc1ccc(S(=O)(=O)N(C)c2ccccc2C(=O)c2ccsc2)cc1,60000.0,0
B,,2782.4,,,IC50,=,2.22,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)CC1=O,2.22,1
B,,1485.72,,,IC50,=,12.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,12.0,1
F,,464.72,4.74,0.0,IC50,=,54.7,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCNC1CCSCC1)[C@H]1CCCc3cccnc31)C2,54.7,1
B,,2014.32,,,IC50,=,31.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CC(CC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C)NC(=O)CCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,31.0,1
B,,583.47,5.05,2.0,IC50,=,8.1,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)I=O)c12)C1CCCc2cccnc21,8.1,1
B,,389.55,4.76,0.0,IC50,>,10000.0,nM,CCOC(=O)c1c(NC(=S)Nc2ccc(N)cc2)sc2c1C(C)CCC2,10000.0,0
B,,764.89,0.85,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
B,,502.01,4.12,1.0,IC50,>,80000.0,nM,COc1cc(C(=O)N[C@@H]2C[C@H]3CCC[C@@H](C2)N3CC(=O)Nc2ccccc2Cl)cc(OC)c1OC,80000.0,0
F,,405.59,2.91,0.0,IC50,=,14.8,nM,CCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,14.8,1
F,,713.84,-0.78,2.0,IC50,=,51.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,51.0,1
F,,454.58,3.42,0.0,IC50,=,1810.0,nM,O=C(CN(Cc1nccc2c1[nH]c1ccccc12)[C@H]1CCCc2cccnc21)N1CCNCC1,1810.0,0
B,,380.54,2.83,0.0,IC50,=,21.0,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)C[C@H]2C)n1,21.0,1
F,,392.59,3.85,0.0,IC50,=,69.0,nM,CC(C)(CN)CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,69.0,1
B,,857.03,-1.33,3.0,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC1=O,10000.0,0
F,,388.48,3.48,0.0,IC50,=,1.3,nM,NCc1ncoc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1.3,1
F,,412.58,4.13,0.0,IC50,=,50.8,nM,NCc1ccccc1CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,50.8,1
B,,329.88,3.74,0.0,IC50,=,1995.26,nM,Clc1ccccc1CN1CCC(CNCc2cccnc2)CC1,1995.26,0
F,,419.62,3.29,0.0,IC50,=,33.9,nM,CN(C[C@H]1Cc2c(cccc2N2CCNC(C)(C)C2)CN1)[C@H]1CCCc2cccnc21,33.9,1
B,,10888.81,,,IC50,=,180.00130409108067,nM,CC[n+]1ccc(-c2cc[n+](Cc3cc(C[n+]4ccc(-c5cc[n+](CC)cc5)cc4)cc(C[n+]4ccc(-c5cc[n+](Cc6cc(C[n+]7ccc(-c8cc[n+](Cc9cc(C[n+]%10ccc(-c%11cc[n+](CC)cc%11)cc%10)cc(C[n+]%10ccc(-c%11cc[n+](CC)cc%11)cc%10)c9)cc8)cc7)cc(C[n+]7ccc(-c8cc[n+](Cc9cc(C[n+]%10ccc(-c%11cc[n+](Cc%12cc(C[n+]%13ccc(-c%14cc[n+](Cc%15cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)c%15)cc%14)cc%13)cc(C[n+]%13ccc(-c%14cc[n+](Cc%15cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)c%15)cc%14)cc%13)c%12)cc%11)cc%10)cc(C[n+]%10ccc(-c%11cc[n+](Cc%12cc(C[n+]%13ccc(-c%14cc[n+](Cc%15cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)c%15)cc%14)cc%13)cc(C[n+]%13ccc(-c%14cc[n+](Cc%15cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)cc(C[n+]%16ccc(-c%17cc[n+](CC)cc%17)cc%16)c%15)cc%14)cc%13)c%12)cc%11)cc%10)c9)cc8)cc7)c6)cc5)cc4)c3)cc2)cc1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,117.91922165966714,1
B,,388.56,5.39,1.0,IC50,>,10000.0,nM,CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2,10000.0,0
F,,421.59,2.61,0.0,IC50,=,2.0,nM,NCCCCN(C[C@H]1CN(C(=O)c2ccccc2)CCN1)[C@H]1CCCc2cccnc21,2.0,1
